Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
PHP,walkor | Workerman,31239,10540,41779,74.77,25.23,124278,39901,164179,75.70,24.30
PHP,wallabag | wallabag,140810,27365,168175,83.73,16.27,693253,102531,795784,87.12,12.88
PHP,webmozart | assert,10901,2900,13801,78.99,21.01,42457,9915,52372,81.07,18.93
PHP,webonyx | graphql-php,260819,56964,317783,82.07,17.93,1222728,213854,1436582,85.11,14.89
PHP,woocommerce | woocommerce,933629,371555,1305184,71.53,28.47,4441950,1436306,5878256,75.57,24.43
PHP,WordPress | WordPress,1234453,932040,2166493,56.98,43.02,5376107,3577479,8953586,60.04,39.96
PHP,WP-API | WP-API,111361,14758,126119,88.30,11.70,510278,60719,570997,89.37,10.63
PHP,wp-cli | wp-cli,62239,27414,89653,69.42,30.58,262714,105754,368468,71.30,28.70
PHP,yiisoft | yii,2969463,450661,3420124,86.82,13.18,16121569,1800194,17921763,89.96,10.04
PHP,yiisoft | yii2,607094,438868,1045962,58.04,41.96,3084726,1693882,4778608,64.55,35.45
PHP,YOURLS | YOURLS,89856,68273,158129,56.82,43.18,371004,267504,638508,58.10,41.90
PHP,Zizaco | entrust,12948,10833,23781,54.45,45.55,53927,28544,82471,65.39,34.61
PHP,z-song | laravel-admin,105051,33863,138914,75.62,24.38,465752,109166,574918,81.01,18.99
